_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
recb9tpM8Pp2gpUQJ,國軍花蓮總醫院附設民眾診療服務處,花蓮縣,新城鄉,花蓮縣新城鄉嘉里路163號,121.6074,24.024429,https://805.mnd.gov.tw/news01/%e5%9c%8b%e8%bb%8d%e8%8a%b1%e8%93%ae%e7%b8%bd%e9%86%ab%e9%99%a2%e9%99%a2%e6%96%b0%e5%86%a0%e7%96%ab%e8%8b%97%e6%b3%a8%e5%b0%84%e5%b0%88%e8%b2%ac%e9%96%80%e8%a8%ba/,03-8263151,https://805.mnd.gov.tw/news01/%e5%9c%8b%e8%bb%8d%e8%8a%b1%e8%93%ae%e7%b8%bd%e9%86%ab%e9%99%a2%e9%99%a2%e6%96%b0%e5%86%a0%e7%96%ab%e8%8b%97%e6%b3%a8%e5%b0%84%e5%b0%88%e8%b2%ac%e9%96%80%e8%a8%ba/,國軍醫院系列,0545040515,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recbASOk7DldeP3lF,青年診所,臺北市,萬華區,臺北市萬華區中華路二段424號,121.506143572,25.027526188845,,02-2303-2450,,,,,2021-07-11T15:20:02.000Z,各縣市資料,,,,,
recbB9oWsBfHF02Dy,健全診所,臺南市,安平區,台南市安平區平通路444號,,,,06-2973333,,,,,2021-07-11T15:22:28.000Z,各縣市資料,,,,,
recbJQyS2lm31QT0Y,仁愛醫院,新北市,樹林區,新北市樹林區文化街9號,121.420039,24.987188,"http://www.rah.com.tw/index/CVD19-1.html
",02-26834567,http://www.rah.com.tw/index/CVD19-1.html,醫院各自系統,1531071030,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recbQwM7c4RJxp94r,德東診所,臺南市,東區,台南市東區德東街93-1號,,,,06-2899616,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,,,,
recbWMiTE6GQMsiZd,新北市板橋區衛生所,新北市,板橋區,新北市板橋區英士路192號,121.458327,25.023316,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331010016,02-22586606,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331010016,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recbaADhRlvzaK2Cp,澎湖縣白沙鄉鳥嶼衛生所,澎湖縣,白沙鄉,澎湖縣白沙鄉鳥嶼村漁港新村3號,119.659897,23.660077,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344030022,06-9916092,https://docs.google.com/forms/d/e/1FAIpQLScydIipaylukL2l-FUoC5ls7zjXSi6f_fO_rUvvt6tjHBc4pQ/viewform,google表單系列,2344030022,1,2021-07-11T11:05:50.000Z,,google表單,,,,
recbaklWEJODjNkkk,啟誠聯合診所,臺北市,大安區,臺北市大安區和平東路二段120號,121.54293326551,25.024741156475,,02-2378-4380,,,,,2021-07-11T15:19:20.000Z,各縣市資料,,,,,
recbiVViZjCbsvvhl,屏東縣東港鎮衛生所,屏東縣,東港鎮,屏東縣東港鎮朝安里新生三路23號,120.445886,22.467313,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343030019,08-8325310,,,2343030019,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recbqzILJyvC9AwPP,成安耳鼻喉科診所,臺北市,內湖區,內湖區成功路四段61巷10號,121.59276092525,25.081701788786,,02-2793-5940,,,,,2021-07-11T15:19:37.000Z,各縣市資料,,,,,
recbsSXVc5vhdXaMj,安安婦幼診所,臺南市,北區,台南市北區開元路286號,,,,06-2091666,,,,,2021-07-11T15:22:21.000Z,各縣市資料,,,,,
recbxgMsalPDQRtcZ,劉建宏診所,臺北市,大安區,臺北市大安區大安路二段139號,121.54609948253,25.028565871905,,02-2700-2368,,,,,2021-07-11T15:19:20.000Z,各縣市資料,,,,,
recc3CIcFaaFj63FB,建佑醫院,高雄市,林園區,高雄市林園區東林西路360，362號，399號，407巷7號,120.392135,22.503854,http://www.chien-yu.com.tw/news_detail.php?id=3675,07-6437901,http://60.249.190.171:82/opdregweb/Menu.aspx,醫院各自系統,1542050056,1,2021-07-11T05:50:20.000Z,"要按一個紅色的「covid19預防接種門診」！（不好找哈哈哈）by SL",,,,,
recc3RZ8L5iMv8iU0,臺北市立聯合醫院北投門診部,臺北市,北投區,臺北市北投區新市街30號5樓,121.502735,25.132673,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=T&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-28912670,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101161033,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recc7uwgLeiNw1vCN,佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣,大林鎮,嘉義縣大林鎮平林里民生路2號,120.457449,23.596312,http://dl99.tzuchi-healthcare.org.tw/tchw/covidvac/,05-2648000,http://dl99.tzuchi-healthcare.org.tw/tchw/covidvac/,慈濟系列,1140030012,1,2021-07-11T05:50:20.000Z,,,,,,
reccC24Irq8I0NkbE,彰化縣花壇鄉衛生所,彰化縣,花壇鄉,彰化縣花壇鄉長沙村中正路11號,120.548686,24.028154,https://hutphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrmJOYocja,04-7862035,,彰化衛生所系列,2337130017,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
reccCdDICRmMkkooL,衛生福利部豐原醫院,臺中市,豐原區,臺中市豐原區安康路100號,120.725292,24.242706,https://web1.fyh.mohw.gov.tw/oinetregweb/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0119&Date=&Noon=,04-25271180,https://web1.fyh.mohw.gov.tw/oinetregweb/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0119&Date=&Noon=,衛福部系列,0136010010,1,2021-07-11T05:50:20.000Z,,,,,,
reccEP1TnzocuIFZd,恆基醫療財團法人恆春基督教醫院,屏東縣,恆春鎮,946台灣屏東縣恆春鎮恆西路21號,120.7410889,22.0023556,,"08 889 2293",,,,,2021-07-11T15:19:00.000Z,各縣市資料,,,,,
reccFIgZH4pLoT4n9,彰化縣員林市衛生所,彰化縣,員林市,彰化縣員林市仁美里博愛路229號,120.57248,23.962088,https://yliphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNqmpOYocja,04-7060230,,彰化衛生所系列,2337050014,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
reccJIDejDWHEANMu,怡和診所,臺北市,中正區,台北市中正區汀州路二段212號,121.52371910126,25.022360864515,,02-2362-5100,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,,,,
reccNcob4Kuz4cHgg,林博通醫師診所,臺北市,士林區,臺北市士林區通河街60號,121.52100494699,25.080650289821,,02-2885-1148,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
reccT1a5aYZU20bj1,張永昌小兒科,臺南市,中西區,台南市中西區新美街66-1號,,,,06-2292360,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
reccTq1XDJrdSNkX1,臺東縣東河鄉衛生所,臺東縣,東河鄉,臺東縣東河鄉東河村南東河路10鄰300號,121.303079,22.968461,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346070015,089-896289,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346070015,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
reccYskmeEcO82Z76,同心小兒科診所,臺南市,安平區,台南市安平區國平路306號,,,,06-2993699,,,,,2021-07-11T15:22:28.000Z,各縣市資料,,,,,
reccZ1zIgpoHf7rmV,嘉義縣東石鄉衛生所,嘉義縣,東石鄉,嘉義縣東石鄉東石村3之7號,120.154086,23.459258,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340080017,05-3732340,,,2340080017,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recclH55VbNWJxDhN,彰化基督教醫療財團法人南投基督教醫院,南投縣,南投市,南投縣南投市中興路870號,120.683868,23.898831,https://ny.cch.org.tw/nyrg/opd/service-e.aspx?id=7700&Page=11&#p,049-2225595,https://ny.cch.org.tw/nyrg/opd/service-e.aspx?id=7700&Page=11&#p,彰基醫院系列,1138010019,1,2021-07-11T05:50:20.000Z,,,,,,
reccoEasGZ15j68qF,嘉義縣太保市衛生所,嘉義縣,太保市,嘉義縣太保市後潭里443號,120.339524,23.452984,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340110010,05-3711273,,,2340110010,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
reccynlDLcAoKaFcw,良田蔡明峻小兒科診所,臺南市,東區,台南市東區崇明路201號1樓,,,,06-2607698,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,,,,
recd1PDbuxXCMcHWM,臺北市立聯合醫院附設信義門診部,臺北市,信義區,臺北市信義區信義路5段15號,121.56689753978,25.033146644828,,,,,,,2021-07-11T15:19:08.000Z,各縣市資料,,,,,
recd6obpoNs8O0frl,陳錦標診所,臺南市,東區,台南市東區東門路二段213號,,,,06-2350889,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,,,,
recd7hbQk8MftMSpy,臺北市立聯合醫院附設萬華門診部,臺北市,萬華區,臺北市萬華區東園街152號,121.49761330818,25.023176256499,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,,,,
recd8a2iOCRnBT8XD,澎湖縣白沙鄉吉貝衛生所,澎湖縣,白沙鄉,澎湖縣白沙鄉吉貝村8－13號,119.613817,23.740565,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2344030031,06-9911430,https://docs.google.com/forms/d/e/1FAIpQLScydIipaylukL2l-FUoC5ls7zjXSi6f_fO_rUvvt6tjHBc4pQ/viewform,google表單系列,2344030031,1,2021-07-11T11:05:50.000Z,,google表單,,,,
recd9gYkLYuFC7GuS,志誠醫院,臺南市,北區,台南市北區公園路315-1號,,,,06-2210423,,,,,2021-07-11T15:22:02.000Z,各縣市資料,,,,,
recdDcDQjpdyiRVcG,宜蘭縣羅東鎮衛生所,宜蘭縣,羅東鎮,宜蘭縣羅東鎮民生路79號,121.766951,24.677529,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2334020014,03-9542321,,,2334020014,1,2021-07-11T11:05:50.000Z,,電話預約,,,,
recdH6bYB5Jt9YMSI,陳澤彥婦產科醫院,臺南市,北區,台南市北區中華北路二段101號 ,,,,06-3505000,,,,,2021-07-11T15:22:02.000Z,各縣市資料,,,,,
recdQw7rTMuL26ImK,聯醫仁愛院區醫療大樓,臺北市,大安區,台北市大安區仁愛路四段10號,121.54530222634,25.037539991269,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,,,,
recdRrj6zPdgKziSa,中山醫學大學附設醫院,臺中市,南區,臺中市南區建國北路一段110號,120.6499,24.121753,http://sysint.csh.org.tw/CSHVaccine/CSHEmployeeVaccine.aspx,04-24739595,https://sysint.csh.org.tw/CSHVaccine/CSHVaccineCov19.aspx,醫院各自系統,1317040011,1,2021-07-11T05:50:20.000Z,,,,,,
recdVOl7Pc19benCw,陳文峯耳鼻喉科診所,臺南市,北區,台南市北區公園路703號,,,,06-2833398,,,,,2021-07-11T15:22:19.000Z,各縣市資料,,,,,
recdbJ81voHiaIBaN,黃清相診所,臺南市,佳里區,台南市佳里區延平路72號2樓,,,,06-7215777,,,,,2021-07-11T15:22:42.000Z,各縣市資料,,,,,
recdgb8J6A4yq3QIu,蔡添祥耳鼻喉科診所,臺南市,安南區,台南市安南區海佃路一段90號,,,,06-3587722,,,,,2021-07-11T15:22:40.000Z,各縣市資料,,,,,
recdjuKas4mRh2534,臺南市麻豆區衛生所,臺南市,麻豆區,臺南市麻豆區巷口里興國路11一1號,,,,06-5722215,,,,,2021-07-11T15:22:04.000Z,各縣市資料,,,,,
recdlJqR3fmyWf9aI,苗栗縣獅潭鄉衛生所,苗栗縣,獅潭鄉,苗栗縣獅潭鄉新店村130之6號,120.920092,24.539199,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335170013,037-931309,,,2335170013,1,2021-07-11T05:50:20.000Z,"僅提供現場報名與電話預約

",,,,,
recdlg8EJf3LnJrvx,清田婦產科家醫科診所,臺北市,北投區,臺北市北投區中和街268號,121.50065793064,25.140191246745,,02-2893-1323,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recdmADqZvWnXLBJs,嘉義縣水上鄉衛生所,嘉義縣,水上鄉,嘉義縣水上鄉水上村正義路145號,120.397682,23.42826,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340120016,05-2682059,,,2340120016,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recdp7jukmGdd56zC,樂群耳鼻喉科家醫科診所,臺北市,文山區,臺北市文山區木新路三段202號,121.56002206671,24.981647290714,,"02-2234-0158
02-2234-0160",,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,
recdpwNe8lynbHtCa,屏東縣長治鄉衛生所,屏東縣,長治鄉,屏東縣長治鄉進興村潭頭路3號,120.526801,22.6766,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343060017,08-7368734,,,2343060017,1,2021-07-11T11:05:50.000Z,"無線上預約，看來是透過臉書佈達資訊 by SL",造冊通知,,,,
recduftY6MVU3DM4P,新北市石門區衛生所,新北市,石門區,新北市石門區中山路28－1號,121.565974,25.290164,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331220012,02-26381007,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331220012,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recdvvq7ax3RkXoim,屏基醫療財團法人屏東基督教醫院,屏東縣,屏東市,屏東縣屏東市華山里大連路60號,120.502588,22.682041,https://docs.google.com/forms/d/e/1FAIpQLSd2bJ3agzjU-NTDCJz1uU94VYBdRhMsAKa7tXlj9L7FLutIIA/viewform,08-7368686,https://docs.google.com/forms/d/e/1FAIpQLSd2bJ3agzjU-NTDCJz1uU94VYBdRhMsAKa7tXlj9L7FLutIIA/viewform,google表單系列,1143010012,1,2021-07-11T05:50:20.000Z,,,,,,
recdwwTEsMGSep1sG,光耳鼻喉科診所,臺北市,萬華區,臺北市萬華區青年路90號,121.50258376701,25.023082074396,,02-2307-7565,,,,,2021-07-11T15:20:02.000Z,各縣市資料,,,,,
rece2Fjk5a80mmpYZ,康寧醫院1樓會議室,臺北市,內湖區,台北市內湖區成功路5段420巷26號,121.6087792035,25.075951623937,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,,,,
receFhSxoxPEN3EZl,仁耀診所,臺北市,文山區,臺北市文山區興隆路一段273號1F,121.54438623687,24.998959881553,,02-2931-7788,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,
receHmIJ1OiecmhTw,國軍高雄總醫院左營分院附設民眾診療服務處,高雄市,左營區,高雄市左營區合群里軍校路553號,120.292231,22.700351,https://reg.ngh.com.tw/,07-5817121,https://reg.ngh.com.tw/,國軍醫院系列,0502030015,1,2021-07-11T05:50:20.000Z,,,,,,
receJFZqei3kmulAT,中國醫藥大學北港附設醫院,雲林縣,北港鎮,雲林縣北港鎮新街里新德路123號,120.30782,23.591763,http://www.bh.cmu.edu.tw/cgi-bin/bh/reg51.cgi?DocNo=D9999&sstus=3,05-7837901,http://www.bh.cmu.edu.tw/cgi-bin/bh/reg51.cgi?DocNo=D9999&sstus=3,醫院各自系統,1339060017,1,2021-07-11T05:50:20.000Z,,,,,,
receJKNdcKLNV2NB8,林新醫療社團法人林新醫院,臺中市,南屯區,臺中市南屯區惠中路3段36號,120.640201,24.149037,http://www.lshosp.com.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/covid-19%E7%96%AB%E8%8B%97%E9%A0%90%E7%B4%84%E6%8E%A5%E7%A8%AE%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85/,04-22586688,http://www.lshosp.com.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/75-covid-19%E5%85%AC%E8%B2%BB%E7%96%AB%E8%8B%97%E9%A0%90%E7%B4%84%E6%8E%A5%E7%A8%AE%E9%A0%88%E7%9F%A5/,,0917070029,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
receKIVygydWmF4WB,周正成小兒科診所,臺北市,中正區,台北市中正區徐州路24號,121.52335645341,25.040624987798,,02-2351-6830,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,,,,
receOxPtBwZui5GMH,桃園市桃園區衛生所,桃園市,桃園區,桃園市桃園區國豐三街123號4樓,121.278678,24.990212,https://forms.gle/thP5K2hordjWtbEKA,03-3791888,https://forms.gle/thP5K2hordjWtbEKA,google表單系列,2332010010,1,2021-07-11T05:50:20.000Z,,,,,,
receYUpxpa2vxWOFX,郵政醫院,臺北市,中正區,台北市中正區福州街14號,121.51869823229,25.02874868553,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,
recec77MBpiCPUeOH,駿昂耳鼻喉科診所,臺北市,松山區,臺北市松山區八德路二段395號,121.54640096609,25.04832455645,,02-8772-8086,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,,,,
recegU8rfA4lAAu8m,何小兒科診所,臺北市,士林區,臺北市士林區福港街176號,121.51768195015,25.086653514486,,02-2882-7401,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
recehIGuQSN2r69Vm,杏新耳鼻喉科診所,臺南市,永康區,台南市永康區中山南路12-2號,,,,06-3029066,,,,,2021-07-11T15:22:28.000Z,各縣市資料,,,,,
receiV9cOoPnKSOA0,臺北市立聯合醫院萬華門診部,臺北市,萬華區,臺北市萬華區東園街152號,121.497613,25.023175,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=U&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-23395384,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101191068,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recesAfm7Gcb749Tz,葉倍宏小兒科診所,臺南市,東區,台南市東區東門路一段257號,,,,06-2381332,,,,,2021-07-11T15:22:44.000Z,各縣市資料,,,,,
receyVttr0he9GrPz,臺北榮民總醫院玉里分院,花蓮縣,玉里鎮,花蓮縣玉里鎮泰昌里新興街91號,121.312031,23.339213,https://docs.google.com/forms/d/e/1FAIpQLSfp64cRcT5jZfBp0-mIVloem_jOuOSFg41ZCvYlQVbiHlLhrA/viewform,03-8883141,https://docs.google.com/forms/d/e/1FAIpQLSfp64cRcT5jZfBp0-mIVloem_jOuOSFg41ZCvYlQVbiHlLhrA/viewform,google表單系列,0645030011,1,2021-07-11T11:05:50.000Z,,google表單,,,,
recf4CAbIscrvxmR2,侯嘉修內科診所,臺南市,永康區,台南市永康區中山南路33號,,,,06-2027111,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,,,,
recf4UiRXiNI6kzhv,桃園市新屋區衛生所,桃園市,新屋區,桃園市新屋區新屋里中山路239號,121.106762,24.972591,https://forms.gle/kXDZ9b2ZtKsWmiWR8,03-4772018,https://forms.gle/kXDZ9b2ZtKsWmiWR8,google表單系列,2332110015,1,2021-07-11T05:50:20.000Z,,,,,,
recf5qmtO9sBJX5xl,裕文診所,臺南市,歸仁區,台南市歸仁區中山路二段97號,,,,06-2397095,,,,,2021-07-11T15:23:02.000Z,各縣市資料,,,,,
recf6cDfbkUccbuJi,洪允宗診所,臺南市,南區,台南市南區金華路一段246號,,,,06-2915632,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,
recfOmZch7HxPNNb3,霧台鄉衛生所,屏東縣,霧台鄉,902台灣屏東縣霧台鄉神山巷68號,120.7260629,22.7498124,,"08 790 2232",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,,,,
recfTqEIdmZBK1oo2,崁頂鄉衛生所,屏東縣,崁頂鄉,924台灣屏東縣崁頂鄉興農路29-9號924,120.5072777,22.514695,,"08 863 1454",,,,,2021-07-11T15:19:06.000Z,各縣市資料,,,,,
recfXHuRg4n7Ptpki,"陳清煌診所 ",臺南市,善化區,台南市善化區中山路296號,,,,06-5831450,,,,,2021-07-11T15:22:52.000Z,各縣市資料,,,,,
recfY8ndSPJu3Q2TL,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院(竹北院區),新竹縣,竹北市,新竹縣竹北市生醫路一段2號,121.044019,24.805399,https://reg.ntuh.gov.tw/WebAdministration/VaccineClinicReg.aspx?Hosp=T7&Reg=V,03-6677600,https://reg.ntuh.gov.tw/WebAdministration/VaccineClinicReg.aspx?Hosp=T7&Reg=V,台大醫院系列,0433050018,1,2021-07-11T05:50:20.000Z,,,,,,
recfapjH4ex7B1g6t,嘉義市東區衛生所,嘉義市,東區,嘉義市東區大雅路二段625號,120.46629,23.476849,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2322010017,05-2750423,,,2322010017,1,2021-07-11T05:50:20.000Z,無任何網路資訊,,,,,
recfchV7UxLcYV1Pk,臺東縣金峰鄉衛生所,臺東縣,金峰鄉,臺東縣金峰鄉賓茂村1鄰14號,120.960646,22.53248,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346150018,089-772201,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346150018,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recfclbvKH5WIYUB5,登瑞安診所,臺北市,信義區,台北市信義區林口街232號,121.58134978955,25.042499364147,,02-2726-1468,,,,,2021-07-11T15:19:52.000Z,各縣市資料,,,,,
recffpjX1MeuKDJT0,蔡尚均小兒科診所,臺南市,永康區,台南市永康區中華路675-1號,,,,06-3020188,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,,,,
recfi8JrvDs90KR7d,蕭雨青小兒科診所,臺北市,士林區,臺北市士林區延平北路五段292號,121.50970156209,25.085702528167,,02-2812-6415,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
recfigtt69QjFxMxL,朱小兒科診所,臺北市,中正區,台北市中正區汀洲路二段220號1樓,121.52400559994,25.022097895265,,02-2365-1810,,,,,2021-07-11T15:19:30.000Z,各縣市資料,,,,,
recfpZQYntDnKTuaw,新北市平溪區衛生所,新北市,平溪區,新北市平溪區公園街17號1樓,121.737185,25.024681,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331240014,02-24951015,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331240014,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recfrSG3Z0RHmgEdQ,苗栗縣泰安鄉衛生所,苗栗縣,泰安鄉,苗栗縣泰安鄉清安村2鄰72號,120.908287,24.447223,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335180019,037-941054,,,2335180019,1,2021-07-11T05:50:20.000Z,"僅提供現場報名與電話預約

",,,,,
recg10uou23GeDkmq,永德康內科診所,臺南市,永康區,台南市永康區中山路118號,,,,06-2032258,,,,,2021-07-11T15:22:23.000Z,各縣市資料,,,,,
recgCOKwlv72eN0Il,員生醫院,彰化縣,員林市,彰化縣員林市莒光路359號,120.566404,23.95925,https://www.ysh.org.tw/,04-8383995,,,1537051292,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",,,,,
recgLCqnJfTiaJuGi,湖美耳鼻喉科診所,臺南市,中西區,台南市中西區湖美街215巷9號,,,,06-2801561,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
recgMh3BkYm4IqFPr,安泰醫療社團法人安泰醫院,屏東縣,東港鎮,屏東縣東港鎮興東里中正路一段210號,120.459127,22.474326,"https://www.tsmh.org.tw/sites/web_dg/show_web_page.php?edsno=1269
",08-8329966,https://www.tsmh.org.tw/apps/opdstatus/users/medbook?mobile,醫院各自系統,0943030019,1,2021-07-11T11:05:50.000Z,,預約系統,,,,
recgPcbgIu1qujcvx,張參雄診所,臺北市,北投區,臺北市北投區光明路166-1號,121.50267307081,25.135040923698,,02-2892-6555,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
recgeMRP55R1REtkJ,屏東縣崁頂鄉衛生所,屏東縣,崁頂鄉,屏東縣崁頂鄉崁頂村興農路29–9號,120.5065,22.511899,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343180014,08-8631454,,,2343180014,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
